1387701312,-1.000000,600,1,6,0,2
1387693376,-1.000000,800,0,6,0,9
1387707684,0.000000,1800,14,4,0,75
1387664024,-1.000000,2094,1,4,0,19
1387690931,-1.000000,800,0,6,0,2
1387662762,-1.000000,200,0,4,0,1
1387714800,-1.000000,550,2,6,0,8
1387711838,-1.000000,797,4,6,0,273
1387685107,-1.000000,753,1,6,0,13
1387697894,0.000000,800,0,6,0,6
1387653499,-1.000000,125,1,6,0,2
1387709017,-1.000000,741,13,6,0,109
1387692599,-1.000000,800,0,6,0,1
1387658098,-1.000000,800,0,6,0,1
1387683947,0.000000,1200,2,4,0,4
1387702957,-1.000000,2161,1,4,0,47
1387708413,-1.000000,666,1,6,0,3
1387714756,-1.000000,2200,0,4,0,81
1387662964,-1.000000,800,0,5,0,18
1387712790,-1.000000,800,0,6,0,20
1387707909,-1.000000,766,106,5,0,1267
1387700620,-1.000000,765,9,6,0,125
1387704917,-1.000000,772,3,6,0,36
1387693147,-1.000000,800,0,6,0,33
1387682719,-1.000000,590,3,5,0,80
1387673148,0.000000,1098,4,5,0,83
1387672325,-1.000000,2174,2,4,0,79
1387701437,-1.000000,2200,0,4,0,94
1387687897,-1.000000,800,0,6,0,7
1387689766,-1.000000,800,0,6,0,1
1387681017,-1.000000,800,0,5,0,174
1387676270,-1.000000,600,1,6,0,2
1387701675,-1.000000,796,2,6,0,108
1387670533,-1.000000,800,0,6,0,8
1387694990,-1.000000,2200,0,4,0,89
1387701731,-1.000000,357,4,6,0,28
1387695095,-1.000000,2046,8,4,0,104
1387632324,-1.000000,1200,0,5,0,16
1387690509,-1.000000,800,0,5,0,12
1387696629,-1.000000,400,0,5,0,1
1387682127,-1.000000,763,1,6,0,11
1387695606,0.000000,583,13,6,0,60
1387683474,-1.000000,720,1,6,0,5
1387639469,-1.000000,800,0,5,0,2
1387681445,-1.000000,738,12,6,0,97
1387683335,-1.000000,733,4,6,0,12
1387676246,-1.000000,600,5,6,0,12
1387678318,-1.000000,800,0,5,0,2
1387704509,0.000000,2140,20,4,0,513
1387706544,-1.000000,1781,9,4,0,38
1387703122,0.000000,794,2,6,0,69
1387630665,-1.000000,500,1,4,0,2
1387705232,0.000000,755,2,5,0,67
1387700393,0.000000,1960,71,4,0,1228
1387685743,-1.000000,2200,0,4,0,2
1387679489,-1.000000,230,4,5,0,59
1387708121,0.000000,2200,0,4,0,641
1387678974,-1.000000,800,0,5,0,15
1387701074,-1.000000,781,3,6,0,43
1387695664,0.000000,2200,0,4,0,203
1387709405,0.000000,1995,48,1,0,1081
1387693594,0.000000,1188,7,4,0,18
1387714617,-1.000000,505,5,5,0,17
1387694361,-1.000000,800,0,6,0,18
1387709200,-1.000000,732,11,6,0,103
1387669357,-1.000000,200,0,4,0,1
1387635575,0.000000,798,2,6,0,397
1387700793,-1.000000,684,2,6,0,26
1387714988,-1.000000,600,1,5,0,2
1387693817,0.000000,1908,28,4,0,370
1387681384,-1.000000,666,2,6,0,3
1387695932,-1.000000,546,3,4,0,15
1387670446,0.000000,800,0,6,0,26
1387682092,-1.000000,200,0,6,0,3
1387684645,-1.000000,1864,69,4,0,330
1387699702,-1.000000,2200,0,4,0,5
1387662356,0.000000,800,0,5,0,119
1387709882,-1.000000,791,5,7,0,200
1387707819,-1.000000,686,11,5,0,81
1387631386,-1.000000,2200,0,4,0,184
1387707587,0.000000,796,1,6,0,168
1387712077,-1.000000,2150,2,4,0,85
1387671821,-1.000000,581,2,4,0,11
1387678847,-1.000000,2000,1,4,0,5
1387676767,-1.000000,800,0,6,0,33
1387698174,-1.000000,800,0,5,0,13
1387677728,-1.000000,200,0,6,0,1
1387714698,0.000000,1286,1,4,0,23
1387700751,-1.000000,800,0,6,0,128
1387705653,-1.000000,740,10,6,0,297
1387699311,-1.000000,112,1,5,0,12
1387631196,-1.000000,200,0,6,0,1
1387682904,-1.000000,797,1,6,0,172
1387683786,0.000000,884,1,4,0,38
1387690602,-1.000000,784,1,6,0,75
1387708185,-1.000000,2027,92,4,0,948
1387670766,0.000000,2013,11,4,0,204
1387707668,-1.000000,2180,3,4,0,100
1387696375,0.000000,372,3,4,0,29
1387658128,-1.000000,2200,0,4,0,14
1387694394,-1.000000,800,0,6,0,60
1387710707,-1.000000,2169,2,4,0,99
1387701703,-1.000000,780,6,6,0,100
1387681142,0.000000,1644,6,4,0,9
1387696553,-1.000000,1741,4,4,0,242
1387700378,-1.000000,2182,5,4,0,230
1387710183,-1.000000,2018,2,4,0,11
1387631922,-1.000000,800,0,6,0,1
1387697509,0.000000,626,11,6,0,30
1387714802,-1.000000,2200,0,4,0,3
1387679295,-1.000000,50,0,4,0,1
1387700595,-1.000000,800,0,6,0,8
1387695924,-1.000000,747,5,6,0,23
1387699698,-1.000000,1200,2,4,0,53
1387677697,-1.000000,442,2,6,0,14
1387681994,-1.000000,700,1,6,0,4
1387676236,-1.000000,1538,17,4,0,59
1387700495,-1.000000,784,1,6,0,26
1387666852,-1.000000,125,1,6,0,2
1387678099,-1.000000,560,2,6,0,5
1387676801,-1.000000,800,0,6,0,1
1387707745,-1.000000,1800,4,4,0,24
1387705823,-1.000000,778,2,5,0,75
1387690472,-1.000000,800,0,7,0,11
1387637512,-1.000000,2195,2,4,0,208
1387678842,-1.000000,800,0,5,0,5
1387662210,-1.000000,200,0,6,0,1
1387707040,-1.000000,1000,1,5,0,2
1387709879,-1.000000,646,23,4,0,32
1387709091,0.000000,768,5,6,0,152
1387714788,-1.000000,765,2,5,0,23
1387700430,-1.000000,800,0,6,0,18
1387693163,-1.000000,2099,9,4,0,267
1387630974,-1.000000,400,8,5,0,46
1387701407,-1.000000,337,6,5,0,420
1387678090,-1.000000,761,2,5,0,21
1387677009,-1.000000,2070,4,4,0,31
1387677261,-1.000000,800,0,5,0,12
1387714999,0.000000,1774,28,5,0,537
1387647539,-1.000000,1700,1,4,0,2
1387700911,0.000000,800,0,6,0,149
1387656079,-1.000000,800,0,5,0,2
1387669304,0.000000,2200,0,4,0,47
1387693288,-1.000000,774,6,4,0,555
1387689520,-1.000000,1200,0,4,0,1
1387673374,-1.000000,1600,3,4,0,5
1387696623,-1.000000,2147,1,4,0,38
1387633620,0.000000,1791,10,4,0,161
1387715003,0.000000,838,26,4,0,181
1387678434,-1.000000,400,1,6,0,3
1387700683,-1.000000,800,0,5,0,8
1387664021,-1.000000,780,7,6,0,105
1387681625,-1.000000,763,4,6,0,116
1387698918,-1.000000,2200,0,4,0,91
1387709104,-1.000000,789,3,6,0,76
1387657223,-1.000000,200,0,6,0,1
1387677977,-1.000000,550,2,5,0,8
1387695681,-1.000000,698,2,6,0,55
1387699749,-1.000000,768,2,6,0,38
1387708998,-1.000000,792,2,6,0,50
1387709837,-1.000000,800,0,6,0,10
1387706668,-1.000000,2092,1,5,0,28
1387701871,-1.000000,800,0,5,0,80
1387680101,-1.000000,1200,0,4,0,1
1387679268,-1.000000,590,6,5,0,102
1387701367,-1.000000,271,2,6,0,14
1387693639,0.000000,800,0,6,0,24
1387709106,0.000000,414,19,4,0,381
1387698182,-1.000000,526,14,6,0,38
1387713799,0.000000,570,25,6,0,498
1387634704,0.000000,800,0,6,0,272
1387668048,-1.000000,400,11,5,0,52
1387708304,0.000000,1577,12,4,0,143
1387701478,-1.000000,1748,2,4,0,62
1387706512,-1.000000,1700,3,4,0,6
1387633901,-1.000000,1043,7,5,0,83
1387708947,-1.000000,773,4,6,0,38
1387706043,-1.000000,800,0,6,0,15
1387678243,-1.000000,707,1,5,0,13
1387682840,-1.000000,800,0,5,0,30
1387704215,0.000000,601,17,6,0,194
1387629746,-1.000000,800,0,6,0,8
1387696539,-1.000000,800,0,6,0,164
1387662605,-1.000000,200,0,6,0,1
1387690521,-1.000000,427,8,6,0,11
1387683377,-1.000000,2048,3,4,0,33
1387701361,-1.000000,2200,0,4,0,6
1387707435,-1.000000,780,1,6,0,20
1387685968,-1.000000,200,0,5,0,14
1387712183,-1.000000,2200,0,4,0,44
1387696431,-1.000000,800,0,6,0,11
1387705316,-1.000000,2121,3,4,0,38
1387697055,0.000000,1279,5,4,0,577
1387666948,-1.000000,2200,0,4,0,1
1387694981,-1.000000,2184,3,4,0,131
1387683239,0.000000,374,10,6,0,93
1387671710,-1.000000,376,4,5,0,43
1387674697,-1.000000,800,0,6,0,2
1387704916,-1.000000,300,1,6,0,2
1387698680,-1.000000,800,0,6,0,2
1387714651,-1.000000,372,5,6,0,22
1387699619,0.000000,526,20,4,0,123
